Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.314,0.102,241.8,1.2,0,0,1,3,11,1
0.31,0.25,242.86,1.6,0,1,1,12,8,2
0.34,0.246,240.22,1.6,0,1,1,17,5,2
0.21,0.046,244.61,0.8,0,0,0,28,11,0
0.212,0.052,240.58,0.8,0,0,0,17,3,0
1.534,0.138,244.44,6.2,0,0,19,30,12,19
4.862,0.34,233.5,21.2,0,28,16,26,9,44
3.302,0.164,240.33,14.0,0,0,18,23,12,18
0.474,0.09,243.82,2.2,0,1,1,8,3,2
0.558,0.128,244.99,2.4,0,1,0,5,12,1
3.822,0.362,237.35,16.2,0,32,17,30,12,49
0.288,0.2,240.94,1.4,0,1,0,16,7,1
0.174,0.092,235.53,0.8,0,0,0,9,8,0
0.082,0.0,241.4,0.2,0,0,1,24,8,1
2.38,0.276,234.34,10.4,0,1,17,28,5,18
1.284,0.048,239.48,5.2,0,0,18,6,1,18
1.514,0.056,239.42,6.2,0,0,18,22,3,18
0.342,0.092,244.35,1.6,0,0,0,14,2,0
0.358,0.338,240.61,2.0,0,1,0,29,6,1
2.432,0.296,236.48,10.2,2,0,11,12,9,13
0.828,0.104,239.99,3.4,0,0,1,11,9,1
1.218,0.108,236.12,5.2,0,0,17,29,7,17
1.736,0.064,240.47,7.2,1,1,1,22,9,3
1.686,0.092,242.76,6.8,0,0,19,12,10,19
1.69,0.06,243.11,6.8,0,0,18,31,1,18
1.324,0.072,234.18,5.6,0,0,17,24,5,17
0.402,0.228,246.43,1.8,0,0,1,12,11,1
0.132,0.0,242.39,0.6,0,0,1,25,7,1
1.392,0.076,242.09,5.6,0,0,18,17,11,18
0.222,0.07,239.82,1.0,0,0,0,25,9,0
1.732,0.12,238.06,7.2,0,0,17,19,6,17
4.932,0.204,231.46,21.2,36,0,17,14,10,53
3.27,0.35,235.87,14.0,1,21,11,28,3,33
0.996,0.204,238.5,5.8,0,0,0,14,1,0
2.054,0.3,239.31,9.0,0,0,0,23,10,0
0.362,0.22,242.08,1.6,0,1,0,24,2,1
0.454,0.242,246.39,2.0,0,1,0,1,4,1
0.212,0.088,237.35,1.0,0,0,0,7,8,0
0.132,0.0,243.91,0.6,0,0,1,13,7,1
0.41,0.188,243.01,1.8,0,1,1,9,10,2
5.164,0.0,230.06,22.4,35,0,16,9,11,51
0.222,0.122,241.74,1.0,0,0,1,16,8,1
2.716,0.094,237.7,11.4,0,1,17,30,12,18
0.806,0.126,239.04,3.4,0,1,1,4,4,2
3.972,0.284,237.04,16.8,0,0,29,10,9,29
0.268,0.18,232.39,1.4,0,1,0,17,7,1
0.444,0.28,243.99,2.0,0,1,0,20,1,1
2.668,0.382,239.56,11.6,1,20,19,31,7,40
0.212,0.0,238.58,0.8,0,0,0,13,4,0
0.188,0.0,241.54,0.8,0,0,1,3,9,1
0.42,0.098,242.13,1.8,0,0,1,13,4,1
2.428,0.504,241.66,10.2,1,2,19,3,10,22
0.086,0.0,247.03,0.2,0,0,1,23,8,1
0.974,0.0,242.97,4.0,0,0,1,23,9,1
2.31,0.0,239.26,9.6,0,0,19,26,10,19
1.55,0.304,230.89,6.8,0,1,16,10,8,17
0.33,0.112,239.0,1.6,0,0,1,7,6,1
1.358,0.0,237.81,5.6,2,1,17,22,9,20
1.396,0.204,240.35,5.8,0,0,19,5,7,19
1.432,0.052,243.3,5.8,0,0,19,15,12,19
0.168,0.144,240.81,0.8,0,0,0,15,8,0
1.616,0.282,240.9,6.8,1,0,18,17,9,19
2.552,0.15,239.2,10.6,0,0,18,8,6,18
0.23,0.082,241.41,1.0,0,0,1,27,7,1
1.414,0.066,249.15,5.6,0,0,19,8,1,19
0.39,0.114,248.77,1.6,0,0,0,6,2,0
1.524,0.148,240.69,6.2,0,0,18,2,10,18
0.202,0.096,239.72,1.0,0,2,0,30,6,2
0.156,0.0,242.17,0.6,0,0,1,28,7,1
0.684,0.0,241.64,3.0,0,0,1,4,5,1
1.502,0.208,241.83,6.2,0,0,18,13,3,18
4.738,0.228,234.55,20.2,1,37,17,20,2,55
3.366,0.214,236.67,14.2,0,0,18,25,3,18
0.414,0.138,242.41,1.8,0,0,1,16,4,1
0.176,0.148,239.6,0.8,0,0,1,6,8,1
2.702,0.332,239.65,11.2,39,0,0,28,5,39
3.02,0.068,236.59,12.6,0,1,18,13,4,19
3.742,0.086,239.0,15.8,0,29,28,5,5,57
1.15,0.056,239.26,4.8,0,0,0,14,10,0
1.396,0.29,238.26,6.8,0,0,0,2,7,0
0.382,0.0,243.79,1.6,0,0,1,19,5,1
0.268,0.0,243.38,1.2,0,0,0,2,3,0
1.264,0.086,236.88,5.2,0,1,17,8,8,18
0.304,0.23,244.47,1.6,0,1,1,16,6,2
0.26,0.094,239.98,1.2,0,0,0,8,7,0
0.404,0.0,245.05,2.0,0,0,0,31,1,0
0.934,0.332,240.37,4.0,0,0,12,7,8,12
1.222,0.0,239.28,5.0,0,0,17,23,6,17
1.424,0.088,233.54,6.2,0,18,0,27,5,18
1.558,0.288,238.96,8.0,14,0,1,2,11,15
0.262,0.094,234.54,1.2,0,0,1,4,6,1
1.198,0.0,239.03,5.0,0,0,19,13,7,19
0.408,0.226,239.14,1.8,0,2,1,24,4,3
1.25,0.326,238.47,5.4,0,1,1,16,8,2
1.656,0.298,240.59,7.0,0,1,18,10,5,19
1.396,0.0,238.61,5.8,0,0,18,12,2,18
1.774,0.0,237.65,7.4,0,0,17,23,1,17
0.908,0.24,240.82,4.0,0,0,11,6,6,11
5.068,0.288,234.49,21.6,36,2,18,5,11,56
0.73,0.154,242.53,3.2,0,2,0,6,5,2
0.826,0.212,241.36,3.8,0,1,3,2,4,4
0.302,0.0,236.67,1.2,0,0,0,5,6,0
0.432,0.262,248.84,2.0,0,0,1,11,1,1
0.504,0.33,241.0,2.6,0,1,0,8,6,1
0.786,0.322,241.72,3.6,0,0,0,5,5,0
1.968,0.102,233.64,8.4,0,17,0,21,9,17
0.42,0.216,242.79,2.0,0,2,0,22,3,2
1.504,0.172,241.32,6.2,0,0,1,4,6,1
0.214,0.078,238.19,1.0,0,0,0,25,7,0
1.594,0.208,241.85,6.6,1,0,18,7,11,19
0.344,0.1,241.65,1.4,0,1,0,12,10,1
0.594,0.056,241.13,2.4,0,0,0,1,3,0
0.206,0.0,244.15,0.8,0,0,0,4,11,0
0.378,0.19,236.22,1.8,0,1,0,1,6,1
0.33,0.1,242.23,1.4,0,0,0,8,10,0
1.344,0.086,239.21,5.6,0,1,17,5,4,18
0.65,0.208,247.07,2.8,0,1,0,31,12,1
3.232,0.204,239.45,14.0,0,0,1,11,4,1
0.484,0.088,245.03,2.2,0,0,0,13,12,0
1.272,0.112,238.67,5.2,0,1,1,10,11,2
0.262,0.0,241.97,1.0,0,0,0,7,4,0
0.28,0.0,243.9,1.2,0,0,1,28,4,1
1.708,0.06,245.53,6.8,0,0,19,8,2,19
0.268,0.146,238.03,1.4,0,1,0,3,8,1
1.516,0.084,240.67,6.2,0,0,0,27,7,0
3.484,0.054,236.17,14.6,37,0,17,20,1,54
0.336,0.068,245.43,1.4,0,0,0,8,1,0
1.748,0.0,239.96,7.2,0,0,18,3,1,18
1.04,0.176,237.63,4.6,0,1,4,1,10,5
0.498,0.14,244.66,2.0,0,1,0,22,9,1
0.242,0.098,242.39,1.0,0,1,1,16,7,2
0.266,0.0,244.09,1.2,0,0,0,15,5,0
1.58,0.118,238.21,6.6,0,5,0,15,10,5
1.986,0.068,238.01,8.2,0,0,11,9,5,11
1.54,0.248,243.48,6.4,0,1,18,24,1,19
0.32,0.208,242.67,1.6,0,0,0,25,6,0
0.412,0.188,240.26,1.8,0,2,0,2,6,2
0.32,0.092,243.5,1.4,0,0,0,30,12,0
1.516,0.224,236.84,6.4,0,2,18,16,4,20
0.182,0.12,241.84,0.8,0,1,0,27,8,1
2.06,0.226,242.58,8.4,0,2,19,3,2,21
2.018,0.214,239.66,8.4,0,0,30,14,7,30
1.622,0.068,237.26,6.8,0,0,17,31,3,17
1.378,0.088,240.3,5.6,0,0,18,7,3,18
1.198,0.0,240.34,5.0,0,0,18,25,9,18
0.412,0.118,239.28,2.0,0,0,0,28,6,0
1.488,0.2,238.79,6.2,1,0,19,29,6,20
0.622,0.076,242.81,2.6,0,0,1,6,5,1
0.564,0.0,241.9,2.4,2,0,1,30,5,3
0.302,0.0,241.48,1.4,0,0,0,17,4,0
0.388,0.098,238.79,1.8,0,0,0,9,3,0
1.438,0.0,244.3,5.8,0,1,0,17,1,1
0.492,0.214,239.27,2.4,0,2,0,2,7,2
1.284,0.07,239.16,5.4,0,1,18,8,7,19
0.28,0.11,242.0,1.4,0,0,0,19,8,0
0.578,0.192,244.55,2.6,0,1,0,2,11,1
0.232,0.152,244.08,1.2,0,0,0,16,4,0
1.312,0.0,243.07,5.4,0,0,18,25,11,18
0.394,0.11,240.85,1.8,0,0,1,27,4,1
0.306,0.104,242.1,1.4,0,0,1,3,7,1
1.524,0.132,239.1,6.6,0,21,0,18,2,21
2.102,0.318,240.89,8.8,0,0,0,13,11,0
4.53,0.106,241.32,18.6,38,0,19,28,1,57
0.632,0.278,239.73,3.2,0,1,0,17,7,1
0.36,0.204,239.51,1.6,0,1,0,9,4,1
1.642,0.0,234.81,7.0,0,0,17,11,1,17
0.228,0.11,244.41,1.0,0,1,1,16,7,2
2.368,0.064,243.04,9.6,0,0,18,15,2,18
0.444,0.0,240.36,1.8,0,0,1,26,4,1
0.37,0.092,243.42,1.6,0,0,1,28,4,1
0.248,0.108,242.02,1.0,0,0,1,27,6,1
1.77,0.08,244.45,7.2,0,1,19,1,5,20
0.368,0.052,241.37,1.6,0,2,0,20,11,2
2.438,0.0,241.92,10.0,0,37,1,27,9,38
0.234,0.0,241.94,1.0,0,0,1,2,10,1
0.398,0.122,239.87,2.0,0,0,1,30,6,1
0.386,0.094,244.82,1.6,0,0,0,9,5,0
0.254,0.0,244.78,1.0,0,0,0,16,10,0
1.66,0.064,237.58,7.0,0,0,18,17,7,18
1.556,0.25,240.19,6.4,0,0,1,15,9,1
0.564,0.124,245.09,2.6,0,0,1,8,4,1
2.946,0.0,235.38,12.4,0,0,17,2,10,17
0.368,0.1,241.87,1.6,0,0,0,3,4,0
0.292,0.08,240.82,1.2,0,0,0,27,2,0
0.34,0.136,244.72,1.4,0,0,0,9,2,0
1.896,0.192,241.25,7.8,0,2,1,6,4,3
2.29,0.282,244.54,9.4,0,0,19,9,3,19
0.292,0.0,244.92,1.2,0,0,1,14,5,1
0.436,0.22,247.76,2.0,0,1,0,18,3,1
0.31,0.0,241.32,1.2,1,0,0,26,3,1
0.416,0.19,242.4,1.8,0,0,1,13,11,1
2.378,0.344,238.84,10.4,1,0,18,16,4,19
0.698,0.102,241.93,3.0,0,0,1,29,7,1
1.394,0.07,238.39,5.8,0,1,18,13,4,19
1.134,0.224,244.1,4.6,0,0,1,27,6,1
0.328,0.114,244.53,1.4,0,0,0,19,1,0
0.158,0.0,243.29,0.6,0,0,1,3,10,1
0.27,0.0,244.78,1.2,0,0,0,7,3,0
0.322,0.096,242.43,1.4,0,1,0,14,10,1
0.252,0.1,244.23,1.0,0,0,1,20,9,1
1.498,0.0,237.38,6.2,0,0,1,21,10,1
1.466,0.162,239.91,6.2,0,2,0,18,5,2
0.31,0.238,244.13,1.6,0,0,1,13,9,1
0.16,0.126,242.31,0.8,0,0,0,29,8,0
0.306,0.256,241.22,1.6,0,1,0,9,8,1
0.316,0.062,239.45,1.4,0,0,1,8,7,1
0.24,0.0,244.32,1.0,0,0,0,24,10,0
0.348,0.262,241.32,1.8,0,1,0,24,9,1
1.48,0.416,242.92,6.2,0,1,0,17,7,1
1.534,0.174,242.94,6.2,0,0,18,17,1,18
0.468,0.208,239.71,2.0,0,0,0,9,3,0
1.708,0.058,236.57,7.2,0,0,18,22,4,18
0.69,0.154,240.57,2.8,1,0,1,14,7,2
0.302,0.0,243.28,1.2,0,0,1,16,10,1
1.6,0.094,240.27,6.6,0,0,17,14,2,17
1.424,0.112,240.27,5.8,0,0,18,31,3,18
0.382,0.078,242.48,1.8,0,0,0,31,3,0
0.266,0.0,240.71,1.0,0,0,0,14,10,0
1.36,0.092,239.55,5.6,0,0,18,29,3,18
0.388,0.17,239.38,1.8,0,1,0,8,3,1
0.324,0.072,242.07,1.4,0,0,0,11,3,0
0.924,0.272,242.42,4.0,0,1,12,22,8,13
1.424,0.092,239.66,5.8,0,0,18,6,4,18
0.79,0.14,243.75,3.6,0,0,0,2,9,0
2.872,0.316,238.81,12.0,0,0,0,27,12,0
4.766,0.0,239.08,19.8,38,1,18,18,10,57
1.542,0.0,239.73,6.4,1,1,18,19,4,20
1.176,0.438,239.38,5.2,0,0,1,16,8,1
0.22,0.0,244.36,0.8,0,0,0,26,3,0
0.376,0.11,234.21,1.6,0,0,0,8,5,0
2.974,0.57,240.82,12.6,0,0,18,17,6,18
0.308,0.096,236.63,1.4,0,0,0,29,2,0
0.166,0.14,241.25,0.8,0,2,1,16,8,3
3.968,0.318,231.25,17.2,0,36,0,16,3,36
0.328,0.102,241.63,1.4,0,0,0,19,1,0
0.266,0.0,242.54,1.2,0,0,0,8,5,0
1.422,0.086,243.2,5.8,0,0,18,20,3,18
1.212,0.0,239.3,5.0,0,0,18,22,9,18
0.548,0.14,241.07,2.4,0,1,1,19,4,2
3.884,0.286,235.01,16.6,1,0,28,28,9,29
1.58,0.12,241.72,6.6,0,0,21,13,5,21
0.37,0.082,243.63,1.6,0,0,0,23,3,0
0.384,0.116,240.76,1.6,0,0,1,6,5,1
1.328,0.0,241.43,5.4,0,0,18,8,12,18
0.26,0.124,242.56,1.2,0,0,0,9,8,0
0.306,0.226,238.17,1.6,0,0,1,3,7,1
0.212,0.132,241.02,1.0,0,0,0,17,8,0
1.402,0.094,239.79,5.8,0,0,18,12,3,18
2.092,0.054,242.23,8.8,0,0,0,24,3,0
0.316,0.11,237.82,1.4,0,0,0,3,3,0
0.456,0.292,244.15,2.4,2,2,1,12,7,5
0.234,0.0,243.17,1.0,0,0,1,23,10,1
0.416,0.226,243.22,1.8,0,1,0,30,4,1
0.382,0.11,246.99,1.6,0,0,0,30,3,0
0.436,0.242,243.6,2.0,0,1,1,20,4,2
1.198,0.0,238.01,5.0,0,0,18,28,7,18
0.888,0.0,241.91,4.6,0,0,0,28,4,0
2.704,0.206,241.74,11.2,39,0,0,13,2,39
0.28,0.114,242.63,1.2,0,0,0,25,5,0
1.344,0.0,239.7,5.6,0,0,18,3,12,18
1.266,0.394,231.55,7.0,8,3,0,5,6,11
0.406,0.238,244.39,1.8,0,2,0,25,3,2
0.382,0.258,238.31,1.8,0,1,0,19,1,1
0.554,0.118,241.57,2.4,0,0,0,4,12,0
0.232,0.122,235.23,1.2,0,0,0,3,8,0
6.79,0.074,235.68,28.8,37,0,17,13,1,54
0.21,0.052,243.52,0.8,0,0,0,27,10,0
2.198,0.094,238.92,9.2,0,0,18,16,3,18
0.2,0.124,236.16,1.0,0,0,0,3,8,0
0.204,0.0,241.19,0.8,0,0,0,28,10,0
0.41,0.104,240.49,1.8,0,0,0,7,4,0
2.072,0.0,239.42,8.6,1,0,18,27,9,19
0.504,0.136,240.65,2.0,0,0,1,11,4,1
0.264,0.102,244.45,1.2,0,0,1,22,6,1
1.336,0.076,241.19,5.4,0,1,19,18,9,20
0.2,0.0,241.29,1.2,0,0,0,25,8,0
0.422,0.05,241.65,1.8,0,0,0,27,2,0
2.956,0.178,239.79,12.2,0,0,18,13,11,18
1.78,0.082,241.68,7.8,0,0,19,24,7,19
1.932,0.0,237.99,8.2,0,0,0,4,2,0
0.514,0.13,242.07,2.4,0,0,0,18,3,0
2.332,0.126,241.58,9.6,0,0,0,5,12,0
3.464,0.0,237.45,14.6,0,0,17,26,10,17
2.25,0.444,238.41,9.6,0,2,18,10,5,20
0.3,0.23,238.52,1.6,0,0,1,5,8,1
1.302,0.0,244.06,5.2,0,0,18,21,12,18
3.588,0.164,239.79,15.6,35,0,18,13,3,53
0.326,0.22,244.86,1.6,0,2,1,17,6,3
0.4,0.078,239.93,1.6,0,0,0,19,9,0
0.436,0.198,242.69,2.0,0,2,0,6,10,2
0.218,0.054,244.34,1.0,0,0,0,30,11,0
0.28,0.266,242.65,1.6,0,1,0,26,8,1
0.394,0.116,244.31,1.6,0,1,0,10,5,1
0.228,0.138,241.03,1.0,0,1,0,12,8,1
2.208,0.21,244.42,9.0,1,5,18,7,2,24
1.712,0.202,238.33,7.2,0,0,10,30,9,10
0.138,0.0,242.58,0.6,0,0,1,2,8,1
0.43,0.062,243.43,1.8,0,0,1,30,7,1
0.656,0.0,242.1,2.6,0,0,1,7,3,1
2.838,0.056,237.37,11.8,1,0,18,8,2,19
1.47,0.13,246.84,5.8,0,0,19,16,1,19
2.684,0.088,237.06,11.2,0,0,17,31,12,17
1.812,0.07,243.83,7.4,1,0,0,24,11,1
2.01,0.268,235.95,8.6,0,0,18,14,1,18
0.304,0.0,238.16,1.2,0,0,0,19,5,0
0.254,0.128,244.86,1.2,0,0,1,29,7,1
0.248,0.098,243.83,1.0,0,0,1,20,9,1
0.93,0.24,231.09,4.2,0,2,13,27,7,15
0.188,0.0,235.71,0.8,0,1,0,9,5,1
0.718,0.13,242.0,3.0,0,0,0,4,10,0
3.612,0.05,235.6,15.2,0,38,17,24,11,55
3.944,0.32,246.04,16.2,0,0,0,7,1,0
1.324,0.11,240.91,5.4,0,0,18,24,6,18
1.382,0.11,241.5,5.6,0,0,19,16,6,19
4.544,0.126,235.32,19.4,0,0,18,6,10,18
0.262,0.104,240.27,1.2,0,0,0,26,8,0
1.372,0.074,241.8,5.6,0,0,18,7,3,18
3.856,0.068,234.98,16.4,0,37,17,13,4,54
0.286,0.102,242.47,1.2,0,0,0,26,1,0
1.466,0.28,241.13,6.2,0,0,0,29,12,0
3.856,0.166,238.06,16.2,0,2,17,17,1,19
0.13,0.0,239.67,0.6,0,0,0,12,7,0
1.75,0.124,236.7,7.4,0,0,18,6,5,18
0.904,0.254,238.24,4.0,0,0,11,8,9,11
0.394,0.334,240.74,2.2,0,2,0,13,9,2
1.796,0.108,238.71,7.4,0,0,18,26,12,18
0.234,0.132,240.25,1.0,0,0,0,2,8,0
0.394,0.206,242.02,1.8,0,0,0,7,2,0
0.338,0.074,242.09,1.4,0,0,1,6,10,1
0.438,0.246,242.58,2.0,0,1,1,3,5,2
1.32,0.056,238.88,5.4,0,0,0,6,3,0
1.404,0.122,242.38,5.8,0,2,18,9,12,20
0.338,0.082,238.81,1.4,0,0,1,17,4,1
2.726,0.352,236.62,11.6,0,0,0,22,1,0
0.738,0.212,241.02,3.2,0,1,1,16,7,2
0.176,0.152,240.83,0.8,0,0,0,30,8,0
2.224,0.61,238.73,9.6,1,0,0,10,12,1
3.634,0.272,238.34,15.4,0,31,18,8,3,49
0.258,0.046,249.05,1.0,0,0,1,18,2,1
1.248,0.054,230.13,5.4,0,0,16,15,5,16
0.138,0.0,241.55,0.6,0,0,0,8,8,0
0.402,0.0,239.91,1.6,0,0,0,24,12,0
0.378,0.128,249.38,1.6,0,1,1,6,1,2
1.542,0.0,239.62,6.4,0,1,0,12,3,1
0.126,0.0,242.39,0.4,0,0,1,2,10,1
2.722,0.05,237.61,11.4,0,0,18,25,5,18
0.252,0.0,239.57,1.0,0,0,0,29,4,0
2.466,0.086,239.09,10.4,0,0,0,13,1,0
0.662,0.116,240.2,3.0,0,0,0,24,5,0
0.276,0.0,244.23,1.2,0,0,1,29,3,1
1.518,0.216,245.73,6.2,0,1,19,22,12,20
1.208,0.0,241.64,5.0,0,0,1,10,7,1
1.372,0.054,235.72,5.8,0,0,17,5,10,17
1.346,0.0,241.77,5.4,0,0,19,29,1,19
0.71,0.0,241.49,3.0,0,0,1,17,8,1
0.214,0.0,244.75,0.8,0,0,0,15,2,0
2.376,0.0,237.2,10.0,0,0,0,31,12,0
0.156,0.0,242.25,0.6,0,0,1,8,9,1
1.314,0.078,239.55,5.4,0,0,18,16,9,18
1.176,0.25,241.05,5.0,0,1,1,23,9,2
0.254,0.05,242.63,1.0,0,0,1,17,4,1
2.476,0.202,241.89,10.2,0,1,0,25,3,1
0.216,0.0,240.02,0.8,0,0,0,13,4,0
0.24,0.086,240.33,1.0,0,0,1,27,5,1
1.594,0.27,239.6,6.6,0,1,18,24,11,19
0.328,0.224,241.35,1.6,0,0,1,9,8,1
1.842,0.184,238.49,7.8,0,4,18,9,10,22
1.396,0.0,240.54,5.8,1,1,18,8,6,20
4.302,0.066,233.8,18.4,36,0,16,10,1,52
0.602,0.52,240.18,3.2,0,1,1,29,8,2
0.408,0.224,242.25,2.0,0,2,0,30,8,2
2.948,0.14,242.42,12.2,0,0,18,24,11,18
1.502,0.278,243.85,6.2,0,1,18,22,1,19
0.308,0.08,245.05,1.2,0,1,0,10,2,1
0.34,0.092,243.76,1.4,0,0,1,9,4,1
0.314,0.122,241.18,1.4,0,0,0,25,2,0
0.538,0.194,240.69,2.4,0,0,1,9,7,1
0.254,0.226,239.54,1.4,0,1,0,15,6,1
1.136,0.494,239.07,5.2,0,1,13,10,7,14
1.68,0.088,238.63,7.0,0,0,18,17,11,18
2.136,0.142,237.71,9.0,0,2,18,13,11,20
0.256,0.0,241.11,1.0,0,0,0,22,2,0
1.616,0.058,236.77,6.8,1,0,17,18,11,18
4.094,0.218,235.93,17.4,0,37,0,7,3,37
0.256,0.124,241.53,1.2,0,0,1,16,7,1
0.486,0.25,243.48,2.2,0,2,1,12,10,3
2.274,0.214,240.07,9.4,0,2,18,23,1,20
1.986,0.422,241.89,8.4,1,0,19,8,5,20
0.356,0.148,242.9,1.6,0,2,0,19,3,2
0.398,0.128,243.43,1.8,0,2,1,29,5,3
2.254,0.376,240.19,9.4,0,1,18,3,2,19
1.272,0.0,237.65,5.4,0,0,18,29,5,18
1.352,0.0,241.36,5.6,0,0,0,27,12,0
0.236,0.13,243.15,1.0,0,0,0,24,6,0
0.55,0.172,240.06,2.4,0,0,0,6,10,0
0.282,0.136,239.6,1.4,0,0,1,26,7,1
0.218,0.112,235.25,1.0,0,0,0,26,7,0
1.674,0.106,240.45,6.8,0,0,18,18,7,18
2.142,0.328,236.08,9.2,0,1,0,9,11,1
1.582,0.066,244.02,6.6,0,0,18,6,3,18
1.366,0.082,238.49,5.6,0,0,17,11,2,17
0.222,0.094,233.08,1.0,0,1,0,16,7,1
0.334,0.22,240.26,1.6,0,0,0,6,8,0
0.308,0.128,241.56,1.4,0,2,0,1,2,2
0.394,0.078,242.6,1.6,0,1,0,24,9,1
0.326,0.0,240.85,1.6,0,0,0,21,1,0
0.398,0.218,242.21,1.8,0,2,0,1,4,2
0.358,0.21,241.24,1.6,0,1,0,1,6,1
0.882,0.048,243.06,3.6,0,0,1,19,10,1
0.22,0.138,243.38,1.0,0,2,1,6,7,3
1.114,0.3,238.35,4.8,0,0,11,22,10,11
0.216,0.0,238.44,0.8,0,0,0,26,2,0
0.406,0.202,239.68,1.8,1,0,0,9,1,1
1.37,0.0,243.13,5.6,0,0,19,31,12,19
0.412,0.22,241.98,1.8,0,1,0,22,3,1
0.266,0.0,243.7,1.0,0,0,1,10,4,1
0.514,0.074,237.79,2.4,0,0,0,20,5,0
0.35,0.23,239.94,1.8,0,1,1,23,9,2
0.216,0.0,240.05,0.8,0,0,0,3,3,0
1.354,0.168,240.55,5.6,0,1,1,23,10,2
1.438,0.108,242.21,5.8,0,0,19,10,4,19
3.282,0.18,239.75,13.6,0,0,17,26,12,17
1.526,0.0,241.03,6.4,0,0,0,3,4,0
0.962,0.266,238.04,4.2,1,0,0,1,4,1
0.21,0.09,242.8,1.0,0,1,0,25,6,1
0.464,0.25,244.06,2.0,0,1,0,31,3,1
0.466,0.308,237.11,2.2,0,1,0,4,6,1
0.41,0.152,243.84,1.8,0,1,0,5,4,1
0.45,0.326,247.26,2.2,0,1,0,7,2,1
0.204,0.0,243.88,1.0,0,0,1,10,6,1
1.386,0.068,236.32,5.8,0,0,17,17,3,17
1.238,0.0,240.94,5.0,0,0,19,5,8,19
0.816,0.092,240.71,3.4,0,0,0,18,2,0
0.17,0.0,241.4,0.6,0,0,1,7,9,1
1.128,0.34,244.37,4.8,0,0,13,21,7,13
0.2,0.0,244.88,0.8,0,0,0,25,3,0
0.184,0.152,240.97,1.0,0,0,0,17,8,0
0.664,0.07,245.34,3.0,0,0,9,29,5,9
0.11,0.0,242.34,0.4,0,0,0,21,8,0
1.614,0.064,238.54,6.8,0,0,18,13,4,18
0.102,0.0,236.12,0.4,0,0,0,29,7,0
0.474,0.12,245.99,2.0,0,0,1,24,11,1
1.524,0.08,242.27,6.2,0,2,18,18,1,20
1.672,0.172,239.85,7.0,1,2,18,23,3,21
0.364,0.112,248.05,1.6,0,0,0,27,10,0
1.964,0.376,236.78,8.8,0,23,0,2,4,23
1.372,0.08,238.75,5.8,0,2,18,18,6,20
1.498,0.216,240.56,6.2,1,2,18,4,7,21
0.334,0.084,242.11,1.4,0,0,0,24,4,0
0.25,0.0,243.7,1.0,0,0,1,7,3,1
0.16,0.0,240.07,0.6,0,0,0,16,6,0
0.214,0.132,243.69,1.0,0,1,1,25,7,2
2.008,0.244,242.3,8.2,0,0,30,18,6,30
2.018,0.094,239.42,8.4,0,2,17,14,12,19
1.278,0.062,237.71,5.4,0,1,18,8,3,19
4.968,0.258,238.24,20.8,0,38,17,28,12,55
0.16,0.1,241.38,0.8,0,1,0,20,6,1
2.534,0.134,239.06,10.6,1,0,19,1,9,20
0.282,0.0,239.6,1.2,0,0,0,7,4,0
0.786,0.25,242.28,3.4,0,0,12,27,8,12
0.384,0.0,240.86,1.6,0,0,0,1,7,0
0.288,0.08,244.79,1.2,0,1,0,15,1,1
1.32,0.0,242.1,5.4,0,0,18,12,12,18
0.238,0.124,244.02,1.0,0,0,0,9,9,0
2.294,0.046,237.69,9.6,0,0,17,1,1,17
2.508,0.058,235.94,10.6,0,2,0,12,3,2
1.33,0.174,240.01,5.6,0,1,1,16,1,2
0.494,0.226,240.65,2.2,0,0,1,19,7,1
1.672,0.108,239.1,7.0,0,0,18,15,7,18
0.996,0.45,241.84,4.4,0,2,12,18,9,14
0.166,0.134,238.43,0.8,0,1,1,8,8,2
0.476,0.054,242.36,2.0,0,0,0,8,6,0
1.9,0.134,240.38,7.8,0,0,17,17,1,17
0.35,0.148,246.41,1.6,0,1,0,29,12,1
4.376,0.124,240.74,18.2,39,0,0,22,12,39
1.294,0.0,239.12,5.4,2,0,19,1,6,21
1.366,0.0,243.73,5.6,0,0,18,9,2,18
1.604,0.048,239.08,6.6,0,0,17,9,10,17
0.218,0.056,247.39,0.8,0,0,0,20,1,0
0.408,0.232,244.44,1.8,0,2,0,23,11,2
0.338,0.186,239.05,1.6,0,0,1,7,7,1
0.222,0.0,245.71,0.8,0,0,0,21,12,0
2.118,0.416,238.57,9.0,1,0,18,24,10,19
0.172,0.054,240.7,0.8,0,0,0,22,9,0
1.388,0.072,240.98,5.6,0,2,18,11,3,20
0.538,0.082,236.54,2.6,0,2,0,22,5,2
0.222,0.0,242.57,0.8,0,0,0,7,1,0
0.612,0.11,244.88,2.8,0,0,0,15,3,0
5.53,0.482,235.02,23.6,38,0,0,27,12,38
0.202,0.06,241.45,0.8,0,0,0,17,2,0
1.836,0.18,242.93,7.6,1,0,18,13,1,19
0.218,0.06,248.03,1.0,0,0,0,18,1,0
0.156,0.0,238.11,0.6,0,0,0,6,6,0
1.292,0.0,238.56,5.4,0,0,18,20,6,18
1.81,0.0,240.17,7.6,0,0,0,5,12,0
3.65,0.0,238.73,15.2,0,0,17,25,11,17
0.378,0.07,242.99,1.6,0,0,1,21,2,1
